,ward,diagnosis,Gross_Amount,# of Patient
6512,Riruta Ward,Acute laryngitis - Acute laryngitis and tracheitis,17094.08,3
6513,Riruta Ward,Acute laryngitis and tracheitis,42915.87,3
6514,Riruta Ward,Acute laryngopharyngitis - Acute upper respiratory infections of multiple and unspecified sites,14163.56,3
6515,Riruta Ward,Acute nasopharyngitis [common cold],188172.35,38
6516,Riruta Ward,Acute pancreatitis,2016.0,1
6517,Riruta Ward,Acute pharyngitis,64158.68,13
6518,Riruta Ward,Acute pharyngitis - unspecified,11484.16,1
6519,Riruta Ward,Acute tonsillitis,109857.45,25
6520,Riruta Ward,Acute tonsillitis - unspecified,9946.56,2
6521,Riruta Ward,Acute upper respiratory infection - unspecified,55567.66,14
6522,Riruta Ward,Acute upper respiratory infections of multiple and unspecified sites,7928.12,2
6523,Riruta Ward,Alcoholic gastritis - Gastritis and duodenitis,7334.72,1
6524,Riruta Ward,Allergic contact dermatitis,16534.239999999998,5
6525,Riruta Ward,Allergic rhinitis - unspecified,29571.420000000002,6
6526,Riruta Ward,Allergic rhinitis due to pollen - Vasomotor and allergic rhinitis,11835.76,3
6527,Riruta Ward,Amoebiasis,9475.26,2
6528,Riruta Ward,Anaemia - unspecified,4234.56,1
6529,Riruta Ward,Anal polyp - Other diseases of anus and rectum,3484.16,1
6530,Riruta Ward,Antenatal screening,2000.0,1
6531,Riruta Ward,Arrested dental caries - Dental caries,2736.0,1
6532,Riruta Ward,Arthritis - unspecified,22222.63,3
6533,Riruta Ward,Asthma,23833.46,3
6534,Riruta Ward,Atopic dermatitis,10029.28,2
6535,Riruta Ward,Bacterial pneumonia - not elsewhere classified,10805.45,2
6536,Riruta Ward,Bacterial pneumonia - unspecified,14622.8,2
6537,Riruta Ward,Benign lipomatous neoplasm,4582.4,1
6538,Riruta Ward,Calculus of lower urinary tract,3378.88,1
6539,Riruta Ward,Candidiasis of other sites - Candidiasis,2120.0,1
6540,Riruta Ward,Cardiomyopathy,4993.92,1
6541,Riruta Ward,Cholelithiasis,3253.32,1
6542,Riruta Ward,Chronic nasopharyngitis - Chronic rhinitis,100378.98000000001,7
6543,Riruta Ward,Chronic obstructive pulmonary disease with acute lower respiratory infection - Other chronic obstructive pulmonary disease,15883.68,1
6544,Riruta Ward,Chronic rhinitis,642.88,1
6545,Riruta Ward,Chronic serous otitis media - Nonsuppurative otitis media,2606.08,1
6546,Riruta Ward,Conjunctivitis,2262.46,1
6547,Riruta Ward,Contraceptive management,4250.24,1
6548,Riruta Ward,Cough,22372.32,3
6549,Riruta Ward,Crushing injuries involving multiple body regions,1976.52,1
6550,Riruta Ward,Cutaneous abscess - furuncle and carbuncle,1000.0,2
6551,Riruta Ward,Cutaneous abscess - furuncle and carbuncle of other sites,2350.72,1
6552,Riruta Ward,Dental caries,80341.37,13
6553,Riruta Ward,Dental caries - unspecified,3457.28,1
6554,Riruta Ward,Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus - unspecified,4399.2,1
6555,Riruta Ward,Dietary calcium deficiency,3190.88,1
6556,Riruta Ward,Dislocation - sprain and strain of joints and ligaments of knee,3767.52,1
6557,Riruta Ward,Disruption of caesarean section wound - Complications of the puerperium,2954.92,1
6558,Riruta Ward,Dizziness and giddiness,9241.699999999999,3
6559,Riruta Ward,Eczema herpeticum - Herpesviral [herpes simplex] infections,6295.59,2
6560,Riruta Ward,Essential (primary) hypertension,26805.13,6
6561,Riruta Ward,Examination for period of rapid growth in childhood - General examination and investigation of persons without complaint and reported diagnosis,1724.0,2
6562,Riruta Ward,Female infertility,3839.21,1
6563,Riruta Ward,Female pelvic inflammatory disease - unspecified,2000.0,1
6564,Riruta Ward,Fever of other and unknown origin,501.0,1
6565,Riruta Ward,Fibromyalgia - Other soft tissue disorders,9276.64,2
6566,Riruta Ward,Fracture of lumbar vertebra - Fracture of lumbar spine and pelvis,1490.0,1
6567,Riruta Ward,Functional diarrhoea - Other functional intestinal disorders,2986.4,2
6568,Riruta Ward,Functional dyspepsia,161455.3,7
6569,Riruta Ward,Gastritis - unspecified,59194.88,13
6570,Riruta Ward,Gastritis and duodenitis,26444.239999999998,5
6571,Riruta Ward,Gastroduodenitis - unspecified,3549.12,1
6572,Riruta Ward,Gastroenteritis and colitis due to radiation - Other noninfective gastroenteritis and colitis,13251.06,1
6573,Riruta Ward,Gastroenteritis and colitis of unspecified origin - Other gastroenteritis and colitis of infectious and unspecified origin,12255.77,2
6574,Riruta Ward,Gestational [pregnancy-induced] hypertension,5029.6,1
6575,Riruta Ward,Gout,1370.6,1
6576,Riruta Ward,Gout - unspecified,8226.96,1
6577,Riruta Ward,Headache,5565.68,2
6578,Riruta Ward,Hereditary and idiopathic neuropathy,9602.4,1
6579,Riruta Ward,Hyperplasia of prostate,3717.12,1
6580,Riruta Ward,Hypertensive heart disease,17146.440000000002,5
6581,Riruta Ward,Hypothyroidism - unspecified,3279.2,1
6582,Riruta Ward,Impetigo,2766.24,1
6583,Riruta Ward,Iron deficiency - Deficiency of other nutrient elements,3452.8,1
6584,Riruta Ward,Irritative hyperplasia of oral mucosa - Other diseases of lip and oral mucosa,2601.12,1
6585,Riruta Ward,Lumbago with sciatica - Dorsalgia,35027.85,8
6586,Riruta Ward,Mumps,5285.64,1
6587,Riruta Ward,Need for immunization against combinations of infectious diseases,9827.92,3
6588,Riruta Ward,Need for immunization against other combinations of infectious diseases - Need for immunization against combinations of infectious diseases,3233.44,1
6589,Riruta Ward,Neoplasm of uncertain or unknown behaviour: Connective and other soft tissue - Neoplasm of uncertain or unknown behaviour of other and unspecified sites,13170.24,3
6590,Riruta Ward,Nonsuppurative otitis media,2017.0,1
6591,Riruta Ward,Other abnormal uterine and vaginal bleeding,22450.93,2
6592,Riruta Ward,Other acute gastritis - Gastritis and duodenitis,9182.72,1
6593,Riruta Ward,Other arthritis,8390.560000000001,2
6594,Riruta Ward,Other chronic suppurative otitis media - Suppurative and unspecified otitis media,11879.68,1
6595,Riruta Ward,Other disorders of breast,1705.6,1
6596,Riruta Ward,Other rheumatoid arthritis,8423.84,2
6597,Riruta Ward,Other specified diabetes mellitus,7063.900000000001,2
6598,Riruta Ward,Other urethritis - Urethritis and urethral syndrome,7043.360000000001,2
6599,Riruta Ward,Otitis externa - unspecified,3521.48,1
6600,Riruta Ward,Polyneuropathy - unspecified,6812.8,1
6601,Riruta Ward,Pulpitis - Diseases of pulp and periapical tissues,11539.199999999999,2
6602,Riruta Ward,Routine general health check-up of defined subpopulation,1875.84,1
6603,Riruta Ward,Supervision of high-risk pregnancy,8978.78,1
6604,Riruta Ward,Supervision of normal pregnancy,12095.46,2
6605,Riruta Ward,Tear of articular cartilage of knee - current,2881.88,1
6606,Riruta Ward,Tinea corporis - Dermatophytosis,13398.41,1
6607,Riruta Ward,Type 2 diabetes mellitus,15259.96,3
6608,Riruta Ward,Unspecified diabetes mellitus,35458.57,5
6609,Riruta Ward,Urinary tract infection - site not specified,743.68,1
6610,Riruta Ward,Varicella [chickenpox],9577.4,1
6611,Roysambu Ward,Abdominal and pelvic pain,16948.239999999998,4
6612,Roysambu Ward,Acute abdomen - Abdominal and pelvic pain,3292.8,1
6613,Roysambu Ward,Acute bronchiolitis,4591.76,2
6614,Roysambu Ward,Acute laryngitis - Acute laryngitis and tracheitis,1360.0,1
6615,Roysambu Ward,Acute laryngitis and tracheitis,14430.64,1
6616,Roysambu Ward,Acute laryngopharyngitis - Acute upper respiratory infections of multiple and unspecified sites,6525.92,2
6617,Roysambu Ward,Acute nasopharyngitis [common cold],158700.27000000002,27
6618,Roysambu Ward,Acute pharyngitis,59586.34,19
6619,Roysambu Ward,Acute pharyngitis - unspecified,2646.4,1
6620,Roysambu Ward,Acute tonsillitis,98957.92,22
6621,Roysambu Ward,Acute tonsillitis - unspecified,15002.779999999999,3
6622,Roysambu Ward,Acute tonsillitis due to other specified organisms - Acute tonsillitis,2800.0,1
6623,Roysambu Ward,Acute upper respiratory infection - unspecified,53606.91,11
6624,Roysambu Ward,Acute upper respiratory infections of multiple and unspecified sites,10075.24,2
6625,Roysambu Ward,Allergic contact dermatitis,15816.0,5
6626,Roysambu Ward,Allergic rhinitis - unspecified,60656.08,11
6627,Roysambu Ward,Amoebiasis,14149.26,3
6628,Roysambu Ward,Anaemia - unspecified,6225.02,1
6629,Roysambu Ward,Antenatal screening,27374.8,3
6630,Roysambu Ward,Asthma,10972.96,2
6631,Roysambu Ward,Asthma - unspecified,5143.73,1
6632,Roysambu Ward,Atopic dermatitis,1646.4,1
6633,Roysambu Ward,Bacterial pneumonia - not elsewhere classified,9748.9,2
6634,Roysambu Ward,Bacterial pneumonia - unspecified,24642.06,4
6635,Roysambu Ward,Bullous keratopathy - Other disorders of cornea,6127.16,1
6636,Roysambu Ward,Calculus of lower urinary tract,11408.8,4
6637,Roysambu Ward,Candidiasis,3474.8,1
6638,Roysambu Ward,Cellulitis,2265.48,1
6639,Roysambu Ward,Cervical disc disorder - unspecified,6499.2,1
6640,Roysambu Ward,Cholelithiasis,2143.6,1
6641,Roysambu Ward,Chronic atrophic gastritis - Gastritis and duodenitis,2847.04,1
6642,Roysambu Ward,Chronic gastritis - unspecified,9756.16,1
6643,Roysambu Ward,Chronic nasopharyngitis - Chronic rhinitis,13313.0,3
6644,Roysambu Ward,Chronic rhinitis,12815.68,3
6645,Roysambu Ward,Chronic serous otitis media - Nonsuppurative otitis media,2000.0,1
6646,Roysambu Ward,Chronic tonsillitis - Chronic diseases of tonsils and adenoids,3180.64,1
6647,Roysambu Ward,Congenital posterior urethral valves - Other congenital malformations of urinary system,2873.75,1
6648,Roysambu Ward,Cough,29102.550000000003,6
6649,Roysambu Ward,Cystitis,13802.08,1
6650,Roysambu Ward,Dental caries,61268.08,12
6651,Roysambu Ward,Dental caries - unspecified,501.0,1
6652,Roysambu Ward,Depressive episode,1341.4,1
6653,Roysambu Ward,Diabetes insipidus - Hypofunction and other disorders of pituitary gland,12444.32,2
6654,Roysambu Ward,Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus - non-insulin-dependent,7350.4,1
6655,Roysambu Ward,Disorder of muscle - unspecified,4719.4,1
6656,Roysambu Ward,Disorders of initiating and maintaining sleep [insomnias] - Sleep disorders,2870.4,1
6657,Roysambu Ward,Disorders of tooth development and eruption,3894.0,1
6658,Roysambu Ward,Disruption of caesarean section wound - Complications of the puerperium,4278.4,1
6659,Roysambu Ward,Eczema herpeticum - Herpesviral [herpes simplex] infections,4693.76,2
6660,Roysambu Ward,Essential (primary) hypertension,56251.32,14
6661,Roysambu Ward,Excessive vomiting in pregnancy,10068.63,1
6662,Roysambu Ward,Female pelvic inflammatory disease - unspecified,3576.0,1
6663,Roysambu Ward,Fever - unspecified,6167.68,1
6664,Roysambu Ward,Fever of other and unknown origin,3780.0,1
6665,Roysambu Ward,Fibromyalgia - Other soft tissue disorders,875.2,1
6666,Roysambu Ward,Functional dyspepsia,14201.43,2
6667,Roysambu Ward,Gastritis - unspecified,68813.95999999999,13
6668,Roysambu Ward,Gastritis and duodenitis,22710.28,5
6669,Roysambu Ward,Gastroenteritis and colitis of unspecified origin - Other gastroenteritis and colitis of infectious and unspecified origin,9422.119999999999,2
6670,Roysambu Ward,Headache,8202.7,2
6671,Roysambu Ward,Hereditary and idiopathic neuropathy,18394.0,2
6672,Roysambu Ward,Hypertensive heart disease,14686.6,5
6673,Roysambu Ward,Impetigo,2428.88,1
6674,Roysambu Ward,Leiomyoma of uterus,3679.04,1
6675,Roysambu Ward,Lumbago with sciatica - Dorsalgia,34157.62,7
6676,Roysambu Ward,Malaise and fatigue,4950.62,1
6677,Roysambu Ward,Mild hyperemesis gravidarum - Excessive vomiting in pregnancy,4149.44,1
6678,Roysambu Ward,Mumps,560.0,1
6679,Roysambu Ward,Nausea and vomiting,8358.68,2
6680,Roysambu Ward,Need for immunization against combinations of infectious diseases,9469.12,2
6681,Roysambu Ward,Need for immunization against other combinations of infectious diseases - Need for immunization against combinations of infectious diseases,9356.84,1
6682,Roysambu Ward,Neoplasm of uncertain or unknown behaviour: Connective and other soft tissue - Neoplasm of uncertain or unknown behaviour of other and unspecified sites,3044.27,1
6683,Roysambu Ward,Nonsuppurative otitis media,4656.0,1
6684,Roysambu Ward,Open wound of breast - Open wound of thorax,4180.8,1
6685,Roysambu Ward,Open wound of wrist and hand,12853.36,1
6686,Roysambu Ward,Osteopetrosis - Other osteochondrodysplasias,3360.0,1
6687,Roysambu Ward,Other abnormal uterine and vaginal bleeding,10677.36,2
6688,Roysambu Ward,Other disorders of prostate,2359.67,1
6689,Roysambu Ward,Other iron deficiency anaemias - Iron deficiency anaemia,4801.12,1
6690,Roysambu Ward,Other medical care,4444.8,1
6691,Roysambu Ward,Other rheumatoid arthritis,13966.08,3
6692,Roysambu Ward,Other secondary hypertension - Secondary hypertension,3830.4,1
6693,Roysambu Ward,Other sepsis,673.0,1
6694,Roysambu Ward,Other specified abnormal uterine and vaginal bleeding - Other abnormal uterine and vaginal bleeding,2896.0,1
6695,Roysambu Ward,Other specified diabetes mellitus,4020.0,1
6696,Roysambu Ward,Peptic ulcer - site unspecified,2064.0,1
6697,Roysambu Ward,Pulpitis - Diseases of pulp and periapical tissues,9308.96,2
6698,Roysambu Ward,Sciatica - Dorsalgia,13383.52,3
6699,Roysambu Ward,Superficial injury of wrist and hand - unspecified,4340.96,1
6700,Roysambu Ward,Supervision of high-risk pregnancy,13806.66,3
6701,Roysambu Ward,Supervision of normal pregnancy,9064.68,3
6702,Roysambu Ward,Tear of articular cartilage of knee - current,4056.48,1
6703,Roysambu Ward,Tinea corporis - Dermatophytosis,23474.83,6
6704,Roysambu Ward,Tinea unguium - Dermatophytosis,2802.08,1
6705,Roysambu Ward,Trichomoniasis,4016.48,1
6706,Roysambu Ward,Type 2 diabetes mellitus,13237.0,1
6707,Roysambu Ward,Unspecified acute lower respiratory infection,824.2,1
6708,Roysambu Ward,Unspecified diabetes mellitus,37211.54,7
6709,Roysambu Ward,Urinary tract infection - site not specified,1716.8,1
6710,Roysambu Ward,Varicella [chickenpox],487.3,1
6711,Roysambu Ward,Viral warts,2150.79,1
6712,Ruai Ward,Abdominal and pelvic pain,14154.07,3
6713,Ruai Ward,Abnormal bowel sounds - Other symptoms and signs involving the digestive system and abdomen,2982.4,1
6714,Ruai Ward,Acne,3745.1,1
6715,Ruai Ward,Acute bronchiolitis,2744.36,1
6716,Ruai Ward,Acute laryngitis - Acute laryngitis and tracheitis,16505.93,4
6717,Ruai Ward,Acute laryngopharyngitis - Acute upper respiratory infections of multiple and unspecified sites,24571.0,5
6718,Ruai Ward,Acute laryngotracheitis - Acute laryngitis and tracheitis,4147.2,1
6719,Ruai Ward,Acute nasopharyngitis [common cold],105677.85,25
6720,Ruai Ward,Acute pharyngitis,79222.91,15
6721,Ruai Ward,Acute salpingitis and oophoritis - Salpingitis and oophoritis,9713.12,1
6722,Ruai Ward,Acute tonsillitis,99695.01,24
6723,Ruai Ward,Acute tonsillitis - unspecified,13156.8,2
6724,Ruai Ward,Acute tonsillitis due to other specified organisms - Acute tonsillitis,5852.96,1
6725,Ruai Ward,Acute upper respiratory infection - unspecified,84759.40000000001,14
6726,Ruai Ward,Acute upper respiratory infections of multiple and unspecified sites,15143.82,2
6727,Ruai Ward,Acute vaginitis - Other inflammation of vagina and vulva,3878.0,1
6728,Ruai Ward,Adenoviral pneumonia - Viral pneumonia,5547.39,1
6729,Ruai Ward,Alcoholic gastritis - Gastritis and duodenitis,10485.0,4
6730,Ruai Ward,Allergic contact dermatitis,24220.08,7
6731,Ruai Ward,Allergic rhinitis - unspecified,54453.58,12
6732,Ruai Ward,Allergic rhinitis due to pollen - Vasomotor and allergic rhinitis,9616.04,2
6733,Ruai Ward,Amoebiasis,3256.44,1
6734,Ruai Ward,Anaemia - unspecified,8176.959999999999,2
6735,Ruai Ward,Antenatal screening,17841.16,4
6736,Ruai Ward,Antenatal screening - unspecified,5403.68,1
6737,Ruai Ward,Asthma,12936.8,1
6738,Ruai Ward,Asthma - unspecified,18008.11,2
6739,Ruai Ward,Atopic dermatitis,4552.52,1
6740,Ruai Ward,Bacterial pneumonia - not elsewhere classified,5611.68,1
6741,Ruai Ward,Bacterial pneumonia - unspecified,11424.0,1
6742,Ruai Ward,Bell palsy - Facial nerve disorders,1000.0,1
6743,Ruai Ward,Bullous keratopathy - Other disorders of cornea,750.76,1
6744,Ruai Ward,Calculus of lower urinary tract,21749.760000000002,3
6745,Ruai Ward,Cellulitis,3728.32,1
6746,Ruai Ward,Chest pain - unspecified,3240.8,1
6747,Ruai Ward,Chronic gastritis - unspecified,13060.65,2
6748,Ruai Ward,Chronic nasopharyngitis - Chronic rhinitis,14549.44,3
6749,Ruai Ward,Chronic rhinitis,3778.88,1
6750,Ruai Ward,Conjunctivitis,5033.0,2
6751,Ruai Ward,Cough,3718.22,1
6752,Ruai Ward,Cutaneous abscess - furuncle and carbuncle,3974.8,2
6753,Ruai Ward,Dental caries,69308.93000000001,15
6754,Ruai Ward,Dental caries - unspecified,19829.199999999997,2
6755,Ruai Ward,Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus - unspecified,4964.8,1
